   200
  1000  1000
     1   294   145
     2   414   671
     3   319   592
     4   563   132
     5    36   843
     6   959   618
     7   889   676
     8   715   575
     9   658   202
    10   275   780
    11   453   864
    12   416   344
    13   718   442
    14   250   712
    15   232    45
    16   221   661
    17   105   118
    18   106   304
    19   780   440
    20    18    83
    21    39   121
    22   399   776
    23   988   605
    24    30   496
    25    76   671
    26    19   686
    27    79   430
    28   811   125
    29   107   326
    30   186   922
    31   605   137
    32   253   524
    33   352   972
    34   457   706
    35   457   280
    36   576   582
    37   367   834
    38   720   594
    39   858   749
    40   336   521
    41    42   467
    42   199   474
    43   363   766
    44   422   898
    45   598   758
    46   448   569
    47   859   887
    48    56   600
    49   591   931
    50   356   435
    51   571     2
    52   793   851
    53   910   541
    54   146   959
    55    54   330
    56   524   206
    57   778   477
    58   372   366
    59   195   428
    60   469   553
    61   749   961
    62   924   210
    63   218   187
    64   185   115
    65   713   549
    66    26   379
    67   678   826
    68   559   447
    69   891   130
    70   230    96
    71   464   902
    72   815   438
    73   840   924
    74   427   917
    75   798   305
    76   509   311
    77   448   490
    78   838   731
    79   236   256
    80   528   621
    81   937   714
    82    21   759
    83   666   311
    84    96   257
    85   864   821
    86   862   558
    87   311   358
    88   766   441
    89   117   364
    90   585    17
    91   726   619
    92   430   728
    93   917   234
    94   745   356
    95   801   651
    96   309     9
    97   822   651
    98   231   133
    99   757   343
   100   957   504
   101   719   172
   102   265   235
   103   151   915
   104   266   769
   105   831   685
   106   403   885
   107   870   925
   108   455   694
   109   713   414
   110   533   640
   111   138   262
   112    82   501
   113   255   913
   114   878   387
   115   509   146
   116    35   744
   117   677    71
   118   993   349
   119   872   134
   120   535   313
   121   537   111
   122   768    82
   123   451   114
   124   140   431
   125   723   587
   126   425   473
   127   799   309
   128   736   652
   129   458   390
   130   518   745
   131   808   275
   132   548   865
   133   295   740
   134   937   456
   135   697   899
   136   131   294
   137   126   195
   138   904   491
   139    25   406
   140   372   493
   141   171   642
   142   975    76
   143   676   349
   144   495   351
   145   986   304
   146    40   763
   147   877   618
   148    55    91
   149   461   736
   150   318   444
   151   182   435
   152   940   267
   153   817   827
   154   367   339
   155   479   357
   156   375   769
   157   610   800
   158    76     5
   159   990   270
   160   912   820
   161   730   211
   162   665   329
   163   273   399
   164   443   974
   165   397   946
   166   691   535
   167   214   298
   168   188   122
   169   169   231
   170    44   179
   171    38   855
   172   703   484
   173   932   618
   174   944   148
   175   297   295
   176   878   616
   177   910   998
   178   949   665
   179   883   172
   180   934   407
   181   659   593
   182   946   287
   183    18   375
   184   428    81
   185    68   959
   186   158   900
   187   255   126
   188   247   190
   189   357   983
   190   140   728
   191   485   979
   192   614   626
   193    84   890
   194   781   327
   195   930   826
   196    86   610
   197   137   234
   198   305   585
   199   146   888
   200   549   698
