   200
   150   150
     1    43    36
     2    53    56
     3    45    47
     4    65    58
     5    23    30
     6    97    99
     7    91    95
     8    77    78
     9    73    67
    10    42    48
    11    56    63
    12    53    50
    13    77    76
    14    40    44
    15    38    29
    16    38    41
    17    28    20
    18    28    24
    19    82    81
    20    21    13
    21    23    15
    22    52    58
    23    99   101
    24    22    22
    25    26    29
    26    21    25
    27    26    25
    28    85    77
    29    28    25
    30    35    43
    31    68    61
    32    40    40
    33    48    57
    34    57    61
    35    57    53
    36    66    68
    37    49    56
    38    78    80
    39    89    94
    40    47    47
    41    23    22
    42    36    35
    43    49    54
    44    54    62
    45    68    73
    46    56    57
    47    89    97
    48    24    26
    49    67    76
    50    48    47
    51    66    56
    52    83    90
    53    93    94
    54    32    41
    55    24    21
    56    62    56
    57    82    82
    58    50    47
    59    36    35
    60    57    58
    61    80    89
    62    94    88
    63    37    31
    64    35    27
    65    77    78
    66    22    20
    67    74    81
    68    65    64
    69    91    84
    70    38    30
    71    57    65
    72    85    84
    73    87    95
    74    54    62
    75    84    80
    76    61    57
    77    56    56
    78    87    92
    79    39    34
    80    62    64
    81    95    99
    82    22    27
    83    73    69
    84    28    23
    85    89    95
    86    89    90
    87    45    42
    88    81    80
    89    29    26
    90    67    57
    91    78    80
    92    54    59
    93    93    88
    94    80    77
    95    84    87
    96    45    35
    97    86    89
    98    38    31
    99    81    78
   100    97    97
   101    77    70
   102    41    36
   103    32    40
   104    41    46
   105    86    90
   106    52    60
   107    90    99
   108    56    60
   109    77    75
   110    63    66
   111    31    26
   112    27    27
   113    40    48
   114    90    88
   115    61    54
   116    23    28
   117    74    65
   118    99    96
   119    90    83
   120    63    59
   121    63    55
   122    81    73
   123    56    48
   124    31    30
   125    78    80
   126    54    53
   127    84    80
   128    79    82
   129    57    55
   130    61    66
   131    85    80
   132    64    71
   133    44    49
   134    95    94
   135    76    84
   136    30    26
   137    30    24
   138    92    92
   139    22    20
   140    50    50
   141    34    37
   142    98    89
   143    74    71
   144    60    57
   145    99    95
   146    23    28
   147    90    92
   148    24    16
   149    57    62
   150    45    44
   151    34    33
   152    95    90
   153    85    92
   154    49    46
   155    58    55
   156    50    55
   157    69    75
   158    26    16
   159    99    94
   160    93    99
   161    78    72
   162    73    70
   163    42    40
   164    55    64
   165    52    61
   166    75    76
   167    37    33
   168    35    27
   169    33    28
   170    23    17
   171    23    30
   172    76    76
   173    95    97
   174    96    89
   175    44    40
   176    90    92
   177    93   103
   178    96    99
   179    91    84
   180    95    93
   181    73    75
   182    96    92
   183    21    18
   184    54    46
   185    25    34
   186    33    41
   187    40    32
   188    40    34
   189    49    59
   190    31    36
   191    59    69
   192    69    72
   193    27    35
   194    82    79
   195    94   101
   196    27    29
   197    31    26
   198    44    46
   199    32    40
   200    64    68
