         201
         100         100
           1          35          50
           2          50          47
           3          49          47
           4          49          43
           5          39          49
           6          49          30
           7          49          43
           8          33          48
           9          48          36
          10          45          48
          11          48          30
          12          48          36
          13          48          48
          14          38          48
          15          36          48
          16          48          44
          17          48          42
          18          48          35
          19          48          42
          20          47          34
          21          39          47
          22          44          47
          23          47          40
          24          39          47
          25          27          47
          26          47          33
          27          42          47
          28          35          47
          29          47          38
          30          32          47
          31          21          46
          32          46          40
          33          46          40
          34          43          46
          35          36          46
          36          25          46
          37          46          36
          38          45          46
          39          46          31
          40          46          39
          41          33          46
          42          32          46
          43          28          45
          44          45          28
          45          36          45
          46          44          45
          47          45          14
          48          36          45
          49          38          45
          50          30          44
          51          44          30
          52          44          22
          53          28          44
          54          19          44
          55          44          38
          56          44          39
          57          38          44
          58          37          44
          59          43          44
          60          44          28
          61          31          44
          62          29          44
          63          44          36
          64          44          21
          65          35          44
          66          44          36
          67          43          41
          68          35          43
          69          36          43
          70          30          43
          71          37          43
          72          40          43
          73          40          43
          74          36          43
          75          28          43
          76          43          36
          77          22          42
          78          42          39
          79          26          42
          80          42          42
          81          26          42
          82          26          42
          83          26          42
          84          41          28
          85          41          36
          86          31          41
          87          41          25
          88          41          28
          89          35          41
          90          41          31
          91          33          41
          92          40          28
          93          40          37
          94          30          40
          95          32          40
          96          36          40
          97          26          40
          98           3          40
          99          40          29
         100          40          22
         101          39          40
         102          40          37
         103          39          26
         104          39          34
         105          34          39
         106          36          39
         107          39          34
         108          39          32
         109          38          20
         110          28          38
         111          38          36
         112          34          38
         113          38          28
         114          32          38
         115          38          38
         116          37           6
         117          37          12
         118          37          37
         119          37          34
         120          31          37
         121          28          37
         122          36          25
         123          32          36
         124          36          27
         125          34          36
         126          36          28
         127          36          36
         128          23          36
         129          29          36
         130          34          36
         131          22          36
         132          28          36
         133          35          33
         134          35          24
         135          31          34
         136          30          34
         137          34          30
         138          34          25
         139          31          34
         140          27          34
         141          34          29
         142          33          26
         143          28          33
         144          33          31
         145          33          26
         146          33          29
         147          33          30
         148          33          33
         149          33          31
         150          28          33
         151          32          25
         152          26          32
         153          32          29
         154          31          31
         155          29          31
         156          31          11
         157          31          14
         158          29          31
         159          27          31
         160          27          31
         161          30          28
         162          30           6
         163          30          28
         164          29          26
         165          29          26
         166          29          26
         167          26          29
         168          29          21
         169          28          27
         170           7          28
         171          28          28
         172          28          27
         173          26          27
         174          25          27
         175          27          20
         176          27          17
         177           5          27
         178          27          11
         179          25          26
         180          17          26
         181          18          25
         182          25          21
         183          24           9
         184          24          18
         185          24          23
         186          18          23
         187          23           6
         188          23          19
         189           8          22
         190          15          21
         191          15          20
         192          20          13
         193          20          15
         194          20          10
         195          17          19
         196           7          18
         197          15          17
         198          16           7
         199          16          15
         200          11          14
         201           5          13
