          99
         100         100
           1          35          50
           2          49          47
           3          38          49
           4          49          33
           5          39          49
           6          48          46
           7          48          28
           8          40          48
           9          45          48
          10          48          30
          11          44          47
          12          47          44
          13          39          47
          14          28          46
          15          40          46
          16          43          46
          17          36          46
          18          46          39
          19          28          45
          20          45          28
          21          28          44
          22          44          40
          23          40          44
          24          37          44
          25          38          44
          26          37          44
          27          43          32
          28          43          41
          29          35          43
          30          43          26
          31          26          43
          32          43          32
          33          30          43
          34          42          40
          35          40          42
          36          42          28
          37          37          42
          38          42          36
          39          42          18
          40          22          41
          41          30          40
          42          36          40
          43          26          40
          44          22          40
          45          29          39
          46          39          26
          47          39          30
          48          39          19
          49          27          39
          50          39          34
          51          34          39
          52          28          39
          53          38          37
          54          37          31
          55          33          37
          56          29          37
          57          30          37
          58          32          36
          59          34          36
          60          33          36
          61          36          36
          62          36          25
          63          30          36
          64          34          36
          65          35          33
          66          31          34
          67          30          34
          68          34          12
          69          34          30
          70          32          34
          71          33          28
          72          28          33
          73          33          26
          74          33          22
          75          22          32
          76          21          32
          77          32          19
          78          31          21
          79          31          31
          80          31          17
          81          30          28
          82          30          30
          83          28          29
          84          18          29
          85          29          26
          86          27          28
          87          23          27
          88          26          27
          89          25          27
          90          25          26
          91          25           7
          92          24          17
          93          24           7
          94          21          10
          95          21          20
          96          17          10
          97          17          16
          98           9          13
          99          11          11
