    50
   150   150
     1    53    56
     2    45    47
     3    65    58
     4    23    30
     5    97    99
     6    91    95
     7    77    78
     8    73    67
     9    42    48
    10    56    63
    11    53    50
    12    77    76
    13    40    44
    14    38    29
    15    38    41
    16    28    20
    17    28    24
    18    82    81
    19    21    13
    20    23    15
    21    52    58
    22    99   101
    23    22    22
    24    26    29
    25    21    25
    26    26    25
    27    85    77
    28    28    25
    29    35    43
    30    68    61
    31    40    40
    32    48    57
    33    57    61
    34    57    53
    35    66    68
    36    49    56
    37    78    80
    38    89    94
    39    47    47
    40    23    22
    41    36    35
    42    49    54
    43    54    62
    44    68    73
    45    56    57
    46    89    97
    47    24    26
    48    67    76
    49    48    47
    50    66    56
