          99
         100         100
           1          35          50
           2          49          47
           3          38          49
           4          49          33
           5          39          49
           6          48          46
           7          48          28
           8          40          48
           9          45          48
          10          48          30
          11          44          47
          12          47          44
          13          39          47
          14          28          46
          15          40          46
          16          43          46
          17          36          46
          18          46          39
          19          34          46
          20          28          45
          21          45          28
          22          28          44
          23          44          40
          24          40          44
          25          37          44
          26          38          44
          27          37          44
          28          43          41
          29          35          43
          30          43          26
          31          26          43
          32          43          32
          33          30          43
          34          42          40
          35          40          42
          36          42          28
          37          37          42
          38          42          36
          39          42          18
          40          26          42
          41          22          41
          42          30          40
          43          36          40
          44          26          40
          45          22          40
          46          40          12
          47          39          26
          48          39          30
          49          39          19
          50          27          39
          51          39          34
          52          34          39
          53          28          39
          54          38          37
          55          37          31
          56          33          37
          57          29          37
          58          30          37
          59          32          36
          60          34          36
          61          33          36
          62          36          36
          63          36          25
          64          30          36
          65          34          36
          66          35          33
          67          31          34
          68          30          34
          69          34          12
          70          34          30
          71          32          34
          72          33          28
          73          28          33
          74          33          26
          75          33          22
          76          22          32
          77          21          32
          78          32          19
          79          31          21
          80          31          31
          81          31          17
          82          30          28
          83          30          30
          84          18          29
          85          29          26
          86          27          28
          87          23          27
          88          26          27
          89          25          27
          90          25          26
          91          25           7
          92          24          17
          93          24           7
          94          21          10
          95          21          20
          96          17          10
          97          17          16
          98           9          13
          99          11          11
