   200
  1000  1000
     1    29    80
     2    34    47
     3    36    56
     4    75    49
     5    69    67
     6    35    28
     7    88    97
     8    71    92
     9    76    79
    10    68    74
    11    40    46
    12    83    59
    13    90    56
    14    51    79
    15    58    44
    16    78    42
    17    28    41
    18    75    33
    19    34    33
    20    48    84
    21    58    26
    22    31    28
    23    34    55
    24    83    99
    25    70    27
    26    62    31
    27    75    26
    28    76    31
    29    57    86
    30    34    33
    31    49    39
    32    94    70
    33    35    44
    34    64    51
    35    98    59
    36    78    59
    37    46    68
    38    69    52
    39    88    79
    40    70    89
    41    81    50
    42    64    28
    43    60    40
    44    61    52
    45    82    57
    46    92    70
    47    82    59
    48    68    89
    49    92    29
    50    70    69
    51    95    52
    52    58    68
    53    25    84
    54    89    93
    55    66    36
    56    97    29
    57    50    64
    58    40    83
    59    61    53
    60    52    40
    61    57    60
    62    66    81
    63    97    94
    64    41    41
    65    39    39
    66    34    78
    67    66    27
    68    53    76
    69    87    67
    70    58    92
    71    35    42
    72    32    60
    73    93    86
    74    58    88
    75    94    57
    76    94    85
    77    48    63
    78    48    59
    79    62    88
    80    80    43
    81    44    65
    82    72    95
    83    79    27
    84    82    75
    85    48    32
    86    44    90
    87    87    90
    88    67    48
    89    52    82
    90    58    34
    91    52    69
    92    26    79
    93    71    57
    94    80    94
    95    42    81
    96    52    85
    97    74    48
    98    26    87
    99    74    42
   100    35    82
   101    51    97
   102    63    79
   103    38    45
   104    43    36
   105    94    45
   106    83    87
   107    76    55
   108    91    90
   109    94    59
   110    77    78
   111    56    65
   112    73    35
   113    45    31
   114    63    44
   115    93    91
   116    54    63
   117    36    28
   118    81    76
   119    30   100
   120    51    90
   121    35    65
   122    48    65
   123    33    83
   124    31    59
   125    33    35
   126    57    79
   127    69    57
   128    60    85
   129    48    80
   130    74    59
   131    54    64
   132    81    86
   133    46    66
   134    90    47
   135    81    95
   136    59    77
   137    92    35
   138    47    34
   139    40    93
   140    62    27
   141    55    53
   142    62    38
   143    73    98
   144    31    76
   145    51    62
   146    51    99
   147    48    28
   148    82    91
   149    71    29
   150    32    60
   151    80    49
   152    58    39
   153    58    96
   154    45    86
   155    87    52
   156    50    61
   157    52    53
   158    83    71
   159    85    31
   160    25    99
   161    45    93
   162    86    80
   163    41    75
   164    50    45
   165    55    58
   166    98    55
   167    96    77
   168    65    41
   169    47    39
   170    34    38
   171    42    28
   172    38    28
   173    89    78
   174    61    95
   175    71    96
   176    36    47
   177    47    91
   178    71    93
   179   100    96
   180    75    91
   181    38    95
   182    56    74
   183    69    96
   184    46    26
   185    53    57
   186    31    30
   187    97    37
   188    92    44
   189    34    43
   190    39    52
   191    99    35
   192    80    61
   193    98    71
   194    72    31
   195    92    84
   196    50    95
   197    87    31
   198    71    35
   199    42    48
   200    69    36
