          24
         100         100
           1          49          47
           2          44          47
           3          28          46
           4          43          32
           5          43          41
           6          35          43
           7          43          26
           8          26          43
           9          42          40
          10          40          42
          11          29          39
          12          39          26
          13          39          30
          14          32          36
          15          34          36
          16          35          33
          17          33          28
          18          31          21
          19          31          31
          20          28          29
          21          18          29
          22          23          27
          23          24          17
          24          11          11
