    50
   970   863
     1   165   125
     2   315   355
     3   117   321
     4   137   188
     5   143   224
     6   301   195
     7   278   269
     8   139   110
     9   353   388
    10   285   367
    11   303   314
    12   272   297
    13   160   182
    14   334   236
    15   359   225
    16   203   315
    17   232   175
    18   313   169
    19   113   166
    20   298   131
    21   135   132
    22   191   334
    23   232   105
    24   125   111
    25   136   220
    26   333   396
    27   281   109
    28   249   123
    29   301   105
    30   306   123
    31   229   343
    32   137   132
    33   198   156
    34   377   281
    35   141   176
    36   257   205
    37   392   237
    38   312   237
    39   184   273
    40   274   210
    41   350   316
    42   278   357
    43   325   201
    44   256   112
    45   240   160
    46   242   209
    47   330   226
    48   369   279
    49   327   234
    50   271   358
