    50
  1000  1000
     1   112   151
     2    98   139
     3   134    70
     4    55   176
     5   194   143
     6   183   151
     7   157   136
     8   149    80
     9    91   167
    10   118   180
    11   112   102
    12   158   116
    13    87   157
    14    85    57
    15    83   149
    16    66    68
    17    66    95
    18   167   116
    19    53    62
    20    56    68
    21   110   166
    22   198   141
    23    54   124
    24    61   151
    25    53   153
    26    62   114
    27   172    69
    28    66    99
    29    78   188
    30   141    70
    31    88   128
    32   103   196
    33   118   156
    34   119    92
    35   136   137
    36   105   175
    37   158   139
    38   179   162
    39   100   128
    40    56   120
    41    80   121
    42   104   165
    43   113   185
    44   140   164
    45   117   135
    46   179   183
    47    58   140
    48   139   190
    49   103   115
    50   136    50
