          51
         100         100
           1          35          50
           2          49          47
           3          33          48
           4          47          34
           5          39          47
           6          27          46
           7          21          46
           8          46          40
           9          28          45
          10          45          28
          11          30          44
          12          44          30
          13          44          22
          14          28          44
          15          19          44
          16          30          43
          17          43          11
          18          43          32
          19          43          41
          20          35          43
          21          36          43
          22          29          42
          23          42          39
          24          26          42
          25          42          42
          26          31          40
          27          40          28
          28          40          37
          29          30          40
          30          39          26
          31          38          20
          32          37           6
          33          37          12
          34          36          25
          35          32          36
          36          36          27
          37          34          36
          38          36          28
          39          35          33
          40          33          26
          41          28          33
          42          33          31
          43          31          31
          44          30          28
          45          26          28
          46          26          27
          47          25          27
          48          25          26
          49          18          23
          50          15          20
          51           5          13
