    50
   150   150
     1    37    73
     2    77    41
     3    24    93
     4    30    82
     5    32    82
     6    74    39
     7    67    48
     8    30    80
     9    87    32
    10    69    49
    11    74    43
    12    66    50
    13    36    76
    14    82    32
    15    89    25
    16    47    70
    17    55    57
    18    77    35
    19    24    88
    20    73    38
    21    29    82
    22    44    73
    23    55    55
    24    27    83
    25    30    83
    26    82    37
    27    68    42
    28    60    50
    29    74    36
    30    75    35
    31    54    64
    32    30    81
    33    46    65
    34    94    22
    35    31    81
    36    62    51
    37    98    16
    38    76    38
    39    42    73
    40    66    47
    41    87    30
    42    67    51
    43    80    33
    44    62    48
    45    57    54
    46    58    55
    47    81    33
    48    92    23
    49    81    33
    50    66    52
