    25
  1000  1000
     1    80    34
     2    47    36
     3    56    75
     4    49    69
     5    67    35
     6    28    88
     7    97    71
     8    92    76
     9    79    68
    10    74    40
    11    46    83
    12    59    90
    13    56    51
    14    79    58
    15    44    78
    16    42    28
    17    41    75
    18    33    34
    19    33    48
    20    84    58
    21    26    31
    22    28    34
    23    55    83
    24    99    70
    25    27    62
