    50
  1000  1000
     1   157   178
     2    58   160
     3    69    94
     4    72   112
     5   151    98
     6   139   134
     7    70    55
     8   176   194
     9   143   183
    10   151   157
    11   136   149
    12    80    91
    13   167   118
    14   180   112
    15   102   158
    16   116    87
    17   157    85
    18    57    83
    19   149    66
    20    68    66
    21    95   167
    22   116    53
    23    62    56
    24    68   110
    25   166   198
    26   141    54
    27   124    61
    28   151    53
    29   153    62
    30   114   172
    31    69    66
    32    99    78
    33   188   141
    34    70    88
    35   128   103
    36   196   118
    37   156   119
    38    92   136
    39   137   105
    40   175   158
    41   139   179
    42   162   100
    43   128    56
    44   120    80
    45   121   104
    46   165   113
    47   185   140
    48   164   117
    49   135   179
    50   183    58
