         201
         100         100
           1          50          26
           2          42          50
           3          26          49
           4          49          43
           5          39          49
           6          49          30
           7          44          49
           8          19          48
           9          33          48
          10          48          36
          11          48          29
          12          44          48
          13          48          36
          14          48          48
          15          48          26
          16          48          44
          17          48          44
          18          48          42
          19          48          35
          20          32          48
          21          47          43
          22          47          34
          23          44          47
          24          47          40
          25          47          31
          26          47          47
          27          42          47
          28          47          36
          29          31          47
          30          47          38
          31          32          47
          32          46          40
          33          46          21
          34          46          40
          35          46          33
          36          46          26
          37          25          46
          38          46          36
          39          46          36
          40          36          46
          41          46          39
          42          46          31
          43          46          35
          44          45          25
          45          27          45
          46          39          45
          47          37          45
          48          45          38
          49          45          33
          50          45          43
          51          45          39
          52          30          44
          53          44          39
          54          28          44
          55          44          38
          56          44          39
          57          44          34
          58          43          44
          59          33          44
          60          29          44
          61          38          44
          62          35          44
          63          44          36
          64          43          31
          65          36          43
          66          43          28
          67          34          43
          68          43          26
          69          37          43
          70          43          36
          71          40          43
          72          43          32
          73          43          38
          74          43          36
          75          29          42
          76          42          39
          77          26          42
          78          42          42
          79          40          42
          80          42          39
          81          25          42
          82          42          27
          83          25          42
          84          14          42
          85          41          32
          86          41          32
          87          31          41
          88          41          25
          89          41          28
          90          13          41
          91          35          41
          92          33          41
          93          40          28
          94          40          37
          95          40          31
          96          32          40
          97          40          36
          98          40          34
          99          18          40
         100          28          40
         101          40          35
         102          40          37
         103          39          23
         104          33          39
         105          39          22
         106          36          39
         107          36          39
         108          39          34
         109          28          38
         110          26          38
         111          31          38
         112          38          21
         113          38          35
         114          34          38
         115          32          38
         116          38          26
         117          36          38
         118          10          37
         119          37          27
         120          37          37
         121          37          33
         122          37          34
         123          30          37
         124          28          37
         125          36          35
         126          36          27
         127          36          28
         128          34          36
         129          34          36
         130          36           9
         131          34          36
         132          36          28
         133          28          36
         134          36          36
         135          16          35
         136          26          35
         137           7          34
         138          34          24
         139          34          25
         140          31          34
         141          27          34
         142          34          29
         143          27          33
         144          28          33
         145          31          33
         146          33          30
         147          33          33
         148          33          31
         149          33          20
         150          33          30
         151          28          33
         152          32          31
         153          32          21
         154          19          32
         155          29          32
         156          17          31
         157          31          30
         158          29          31
         159          31          16
         160          28          30
         161          26          30
         162          12          30
         163          30          30
         164          30          28
         165           9          30
         166          29          24
         167          10          29
         168          22          29
         169          25          29
         170          29          18
         171          28          11
         172          28          28
         173          28          27
         174          28          27
         175          28          27
         176          27          25
         177          27          11
         178          17          27
         179          21          26
         180          16          25
         181          12          25
         182          23          24
         183          24          16
         184          23          14
         185          22          17
         186          13          22
         187           7          22
         188          21          22
         189          22          13
         190           5          22
         191          22          21
         192          22          16
         193          17          21
         194          17          21
         195          21          18
         196          20          17
         197          15          19
         198          11          18
         199          12          18
         200           6          16
         201           7          14
