    50
  1000  1000
     1   641   275
     2   376   287
     3   448   602
     4   391   555
     5   537   279
     6   221   706
     7   775   571
     8   733   606
     9   629   545
    10   595   321
    11   365   668
    12   472   718
    13   449   406
    14   631   465
    15   349   627
    16   339   226
    17   332   597
    18   262   271
    19   263   382
    20   668   464
    21   210   249
    22   223   272
    23   439   666
    24   793   563
    25   217   497
    26   245   603
    27   211   612
    28   247   458
    29   686   275
    30   264   395
    31   311   753
    32   563   282
    33   351   514
    34   411   783
    35   474   623
    36   474   367
    37   545   549
    38   420   700
    39   632   556
    40   715   649
    41   401   512
    42   225   480
    43   319   484
    44   417   659
    45   453   738
    46   559   655
    47   468   541
    48   715   732
    49   233   560
    50   555   758
