   100
  1000  1000
     1    31    79
     2    89    29
     3    80    34
     4    47    36
     5    56    75
     6    49    69
     7    67    35
     8    28    88
     9    97    71
    10    92    76
    11    79    68
    12    74    40
    13    46    83
    14    59    90
    15    56    51
    16    79    58
    17    44    78
    18    42    28
    19    41    75
    20    33    34
    21    33    48
    22    84    58
    23    26    31
    24    28    34
    25    55    83
    26    99    70
    27    27    62
    28    31    75
    29    26    76
    30    31    57
    31    86    34
    32    33    49
    33    39    94
    34    70    35
    35    44    64
    36    51    98
    37    59    78
    38    59    46
    39    68    69
    40    52    88
    41    79    70
    42    89    81
    43    50    64
    44    28    60
    45    40    61
    46    52    82
    47    57    92
    48    70    82
    49    59    68
    50    89    92
    51    29    70
    52    69    95
    53    52    58
    54    68    25
    55    84    89
    56    93    66
    57    36    97
    58    29    50
    59    64    40
    60    83    61
    61    53    52
    62    40    57
    63    60    66
    64    81    97
    65    94    41
    66    41    39
    67    39    34
    68    78    66
    69    27    53
    70    76    87
    71    67    58
    72    92    35
    73    42    32
    74    60    93
    75    86    58
    76    88    94
    77    57    94
    78    85    48
    79    63    48
    80    59    62
    81    88    80
    82    43    44
    83    65    72
    84    95    79
    85    27    82
    86    75    48
    87    32    44
    88    90    87
    89    90    67
    90    48    52
    91    82    58
    92    34    52
    93    69    26
    94    79    71
    95    57    80
    96    94    42
    97    81    52
    98    85    74
    99    48    26
   100    87    74
